input,target
b'rnbqkbr1/pppppppp/5n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQq - 1 3',-50
b'r1bqkb1r/pppppppp/2n2n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 1 3',-100
b'r1bqkb1r/pppppppp/2n2n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 1 3',-100
b'r1bqkb1r/pppppppp/2n2n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 1 3',-100
b'r1bqkb1r/pppppppp/2n2n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 1 3',-100
b'r1bqkb1r/pppppppp/2n2n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 1 3',-100
b'rnbqkbr1/pppppppp/5n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQq - 1 3',-50
b'rnbqkbr1/pppppppp/5n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQq - 1 3',-50
b'r1bqkb1r/pppppppp/2n2n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 1 3',-100
b'rnbqkbr1/pppppppp/5n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQq - 1 3',-50
b'rnbqkbr1/pppppppp/5n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQq - 1 3',-50
b'rnbqkbr1/pppppppp/5n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQq - 1 3',-50
b'r1bqkb1r/pppppppp/2n2n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 1 3',-100
b'r1bqkb1r/pppppppp/2n2n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 1 3',-100
b'r1bqkb1r/pppppppp/2n2n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 1 3',-100
b'r1bqkb1r/pppppppp/2n2n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 1 3',-100
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'rnbqkbr1/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQq - 1 3',-65
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'r1bqkb1r/pppppppp/2n2n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 1 3',-115
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQq - 1 3',-70
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 3',-120
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'rnbqkbr1/pppppppp/5n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQq - 1 3',-30
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'r1bqkb1r/pppppppp/2n2n2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 1 3',-80
b'rnbqkbr1/pppppppp/5n2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQq - 1 3',-70
b'r1bqkb1r/pppppppp/2n2n2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQkq - 1 3',-120
b'rnbqkbr1/pppppppp/5n2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQq - 1 3',-70
b'r1bqkb1r/pppppppp/2n2n2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQkq - 1 3',-120
b'rnbqkbr1/pppppppp/5n2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQq - 1 3',-70
b'r1bqkb1r/pppppppp/2n2n2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQkq - 1 3',-120
b'rnbqkbr1/pppppppp/5n2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQq - 1 3',-70
b'rnbqkbr1/pppppppp/5n2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQq - 1 3',-70
b'r1bqkb1r/pppppppp/2n2n2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQkq - 1 3',-120
b'r1bqkb1r/pppppppp/2n2n2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQkq - 1 3',-120
b'rnbqkbr1/pppppppp/5n2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQq - 1 3',-70
